user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:20:49,"@seanhannity so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:20:36,"@seanhannity so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 14:20:25,7 Day Covid Growth in Cases per 1K Population by County For WA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/QS06yFFEaQ,,smcapplication,False
Deccan Herald,India,"Bengaluru & Karnataka's leading news daily for over 73 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",2011-03-18 10:02:16,86452,151,1429,True,2022-01-22 14:20:01,"According to the #Covid data released by the #Delhi government, the spread of the virus is now under control. The infection rate has reportedly now come down to single-digit, the Delhi BJP said.

 https://t.co/k4ay10FVBn","['Covid', 'Delhi']",Hootsuite Inc.,False
Shauna Néro (elle/she/her),"Pitt Meadows, British Columbia","Coordinator of Network of BC’s French program teachers at SFU’s OFFA. SD75 Fr Coordinator. Proud Mom of bi-racial, bilingual Canadian & French family. Settler.",2011-03-23 02:58:19,3822,3760,3993,False,2022-01-22 14:20:00,Im actually going to add one more to the thread. I am an occasional migraine sufferer (it used to be much worse). #Covid has given me a headache that comes &amp; goes. Had one for 4 days straight when I had active symptoms. It came back last night and hasn’t gone away. This is #covid,,Twitter for iPhone,False
Surya Reddy,Hyderabad,"Broadcast Journalist, Telangana and Andhra Pradesh, AAFT alumnus.",2012-03-20 06:56:30,330,160,226,False,2022-01-22 14:19:19,"#Telangana sees 4393 new #COVID19 cases of #OmicronVariant &amp; #Delta variant and 2 deaths reported on Jan 22 and total 31,199 active cases in the state.

New 1643 #COVID cases reported in #Hyderabad #GHMC area only.

#Omicron #Covid_19
 #Omicronindia #OmicronInIndia https://t.co/u4gKl6W9vC","['Telangana', 'COVID19', 'OmicronVariant', 'Delta']",Twitter for Android,False
PeterSalemi,Canada,Political Commentator. Libertarian Conservative Christian. Watch my Livestreams here: https://t.co/pqLu45xnyp,2021-09-16 13:31:02,1358,1419,4700,False,2022-01-22 14:18:48,"Truth about florida.
The media is the virus. #FakeNews #COVID #Omicron https://t.co/itsm41YLGN","['FakeNews', 'COVID', 'Omicron']",Twitter for Android,False
Ginger Thompson,United States,"Family Nurse Practitioner, God-believer, Mom with grown children, friend. Laughing is my favorite thing. With you, not at you : )",2013-12-10 13:50:10,810,1448,2762,False,2022-01-22 14:18:37,"If you’ve tested positive for #Covid, and you’re still having symptoms, please don’t come in to get retested. You are still positive.",['Covid'],Twitter for iPhone,False
MapleGlobal Medical Supply Inc.,,MapleGlobal Medical Supply Inc.helps address the global shortage of PPE & Medical Devices. Health Care & Pharma Sectors are proving beneficial in meeting needs.,2020-04-30 17:41:54,10,37,2,False,2022-01-22 14:18:27,"When the provincial health officer told British Columbians she was removing isolation requirements and testing for most of the population and compared managing COVID-19 in similar terms to the flu or common cold, many people were shocked
#BC #COVID  https://t.co/u9bFmyfYKN",,Twitter for iPhone,False
𝓝𝓪𝓽𝓻𝓲𝓬𝓮𝓡 😷🇨🇦❤️ 🥀,"Timmins, Ontario","retired PSW/caregiver, senior giving back ❤ #alzchat #walkingGallery #volunteer standing w/USA 🇨🇦🇺🇸 #ltc needs attention! #onhealth",2010-03-22 12:49:10,15282,16689,274303,False,2022-01-22 14:18:04,#unroll @threadreaderapp thanks 🙏 #covid #schools #ontEd https://t.co/YwCrtFsDKJ,"['unroll', 'covid', 'schools', 'ontEd']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 14:17:55,7 Day Covid Growth in Cases per 1K Population by County For VA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/tdpR9InKCe,,smcapplication,False
jaywriter,Canada,"Jay writes about the Life that we all live, and what we are. Try my first book, 'A Man Called Stan'. Not for sensitive readers",2021-02-06 02:16:45,41,75,639,False,2022-01-22 14:17:23,"@UneDesMilliards @AnnaB69522008 Canadians have such a terrible approach to the #unvaxxed, here is the source.  @JustinTrudeau is spouting uninformed views that stoke hatred, to get votes. Many unvaxxed had #covid already and have strong natural immunity. Vaccines did 0-10% to stop #omicron.  #TrudeauMustGo",['unvaxxed'],Twitter for Android,False
Donna R. Gore,,Lady Justice,2011-03-19 19:30:35,416,296,5256,False,2022-01-22 14:17:20,"Wow! Thanks to Yale reseachers - - Especially Krystal Pollitt- 
A wearable '#freshairclip"" to detect if you've had exporsure to #COVID -19! WATCH!  
https://t.co/0SwD9DLCJn",['freshairclip'],Twitter Web App,False
Shauna Néro (elle/she/her),"Pitt Meadows, British Columbia","Coordinator of Network of BC’s French program teachers at SFU’s OFFA. SD75 Fr Coordinator. Proud Mom of bi-racial, bilingual Canadian & French family. Settler.",2011-03-23 02:58:19,3822,3760,3993,False,2022-01-22 14:17:13,"Mask kept getting soaking wet from #Covid remnants coming out of my mouth. Stressed about how to function for a full work day out of home as I only went out an hour! Bad night feeling chest pressure.

#covid has affected me. It’s Day 13. Please continue to avoid it. #bcpoli 3/3",['Covid'],Twitter for iPhone,False
Sir Ghostie Of Vert,Just left of the Neutral Zone,"#Nebraska native, #Omaha resident. @UNOSCCJ Alum. #PublishedAcademicAuthor. #RegisteredIndependent. #PrisonReform advocate. All views my own. No DMs, please.",2020-11-06 02:53:31,653,2085,7449,False,2022-01-22 14:17:05,⁦@unmc⁩ with the hard #facts about the #Covid #vaccine and it’s efficacy… https://t.co/b3iFvwIczf,"['facts', 'Covid', 'vaccine']",Twitter for iPhone,False
KFF (Kaiser Family Foundation),"San Francisco, CA | Washington DC","Filling the need for trusted information on national health issues | nonprofit organization | health policy analysis, journalism & polling",2009-10-23 15:17:51,114719,17,2222,True,2022-01-22 14:17:02,"In the U.S. (+territories), here's the final #COVID data for Friday, 1/21: 

Total confirmed cases reached 70,209,840 (up 879,980 from the previous day). Cumulative deaths reached 864,556 (up 3,567).",['COVID'],Sprout Social,False
Christopher P. Hood,Cardiff,Academic & author. President of the British Association for Japanese Studies (@BAJS17) . クリス・フッド.  #shinkansen #JAL123 https://t.co/lgQsDUvnDN,2009-10-21 15:10:42,1794,2376,4345,False,2022-01-22 14:16:57,"Nearly 400 people have viewed the @BAJS17 letter to the Japanese Ambassador in London alone. Keep retweeting and raising awareness.

#Japan #COVID #JapaneseEmbassy #JapaneseAmbassador #JapaneseStudies #Japanese #JapaneseStudents #Nihongo #Sakoku 

https://t.co/8KoF7UX7G3",,Twitter for Android,False
Eric Walsh-Buhi,"Bloomington, IN","Professor, Chair @IU_AHS @IUSPH @IUBloomington @AMJPublicHealth Assoc Editor @Sex_Science Past-president #PublicHealth #SexualHealth #DigitalHealth Tweets mine",2009-04-20 17:02:06,1621,1682,2647,False,2022-01-22 14:16:49,"“This week, Indiana hit an all-time high of COVID-19 hospitalizations. The state now ranks 45th in the nation for percentage of the population that is fully vaccinated — 58.6% of people here have gotten the vaccine.”

#PublicHealth #Hoosiers #COVID  https://t.co/gQlANNv5go",,Twitter for iPhone,False
BrexitLondon - No Vaccine Passports Anywhere,GAB and Parler: @BrexitLondon,"Peter Thompson: 

One of the first anti-EU campaigners. Former youngest UK councillor. Defeated Liberal Dem council leader. RC. Spurs. IFB. Photo: London Eye.",2017-02-28 23:33:38,22101,22796,113520,False,2022-01-22 14:16:37,"UK - #London: 

The #NHS100K Freedom Rally has started. 

73, 000 National Health Service/NHS staff may be about to lose their jobs just for not having the #COVID 19 'vaccine'.

#EnoughIsEnough
#HoldTheLine
#NoVaccineMandate
#NoVaccinePassportAnywhere https://t.co/EaXHbZBEaL","['London', 'NHS100K']",Twitter Web App,False
Julian,,"‘Tyranny grows slowly & asks us to retreat in tiny steps, but each retreat increases the probability of the next.’ JBP // #together. 🏴‍☠️🇬🇧",2014-09-29 17:07:29,215,537,4501,False,2022-01-22 14:16:25,"Not looking good for the @UKHSA #COVID infection stats. Pandemic of the vaccinated. Deaths higher in unvaccinated for 40s + 50s age groups, then higher in vaccinated. Negligible under 40. 

Derived from the latest report:
https://t.co/x48ikpKOTT

Credit: https://t.co/LkzIPdBV2m https://t.co/iKaqhLwF0x",['COVID'],Twitter Web App,False
Abiodun of Lagos 🦅,"Lagos, Nigeria",Citizen of the world...,2009-06-29 16:04:35,855,2159,4679,False,2022-01-22 14:15:49,"WATCH: ₦400,000 monthly job in Lagos or ₦300,000 monthly job in Abuja which one do you prefer?

https://t.co/kygc8MHpAV

#AFCON2021 #Lagos #Abuja #COVID https://t.co/TURxGHDcHM",,Twitter for Android,False
TOeastender,"Toronto, Ontario",Politics sometimes; cheese always; travel before COVID; Fan of large rodents and primates; #amwriting #writer #WritingCommunity #writing #Wordle,2018-11-25 23:20:46,496,2244,1532,False,2022-01-22 14:15:48,"And why exactly are Ontario universities ordering faculty and students back into crowded classrooms at this time?

#covid #onpoli @yorkuniversity @RyersonU @UofT @OCAD https://t.co/Vn7ikEBmZy",,Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 14:15:26,7 Day Covid Growth in Cases per 1K Population by County For VA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/4cXqq6zDKG,,smcapplication,False
Navin Singh Khadka,London,Multilingual environment correspondent for BBC World Service. Nearly 30 yrs in journalism. Intl climate fellow. Tweets personal. Retweets not endorsement.,2011-07-28 10:30:42,8679,2242,324,False,2022-01-22 14:15:08,"Just did a live on #BBC World TV now on our exclusive:
""Animals in the wild by and large not being monitored for possible #Covid virus transmissions from humans, as #wildlife could become reservoirs for dangerous virus #mutations"" experts have told the BBC https://t.co/HpFYPy0hwp",['BBC'],Twitter Web App,False
Kimberly Kelley Whigham,"Cincinnati, OH",Sales & Marketing Manager...Travel is my passion🌎 #travel #sales #marketing,2015-07-18 02:36:33,578,668,5992,False,2022-01-22 14:15:03,"CDC Says COVID Protocols Are Now Optional for Cruise Lines!
#COVID #cdcsays #travel #cruiseship https://t.co/RI7H6k8GNW via @CNTraveler","['COVID', 'cdcsays', 'travel', 'cruiseship']",Twitter for iPhone,False
Vasileios Katsardis🇬🇷🇨🇦🇪🇺🇧🇪🇬🇧🏀😎,"Brussels, Belgium",EU Parliament-I express personal views-Retweets-not endorsements-Instagram:@vkatsardis -CV: https://t.co/co5ZbcZ6qE,2009-12-28 18:42:53,14876,15502,76025,False,2022-01-22 14:14:41,"This #quarantine reminds me of the last days before my entry exams for the Uni came to an end.
I’m still in the shit, but soon the 🌎 will be mine🔥
#covid 
#CovidTesting 
#covid19 
#COVIDIOTS 
#CoronavirusUpdates 
#Coronavirusdiaries 
#VaccinesWork 
#vaccinated 
#vaccination",['quarantine'],Twitter for iPhone,False
D,"New York, USA","Until you have walked in my work boots, don’t judge me. Moderate family man. Enjoying the little things while I work my life away. Generation X",2016-09-02 17:03:30,43,278,10679,False,2022-01-22 14:14:40,"@KDVR Yep, it’s about time natural response is considered. That being said, if you haven’t had #Covid yet, your safer getting the #vaccine as your first taste of the virus. This isn’t indictment against vaccination. Just the rigid mandates/advice for those who have had Covid. @cdc",['Covid'],Twitter for iPhone,False
SavageMinds,,"An independent magazine offering investigative journalism & social commentary on public culture, the arts & politics. Send pitches to SavageMindsMag@gmail.com",2020-07-26 15:01:43,1312,184,788,False,2022-01-22 14:14:23,"Nina Power explores charges of ""fascism"" against feminists &amp; those questioning Covid vaccines, the ""war of positions,"" its relationship to economic circumstance, &amp; ""our moral &amp; historical duty to be suspicious of the state.""#gender #Covid 
https://t.co/ZHR78UqdjJ",,IFTTT,False
THEE Trudy Gonzales 🇺🇲,,"Ca GrandMa proud supporter
Joe Biden Kamala Harris
#BLM #FreshWords #DemCastUSA #DemsWork4USA",2009-11-10 06:43:31,15094,14940,478521,False,2022-01-22 14:14:21,"@espn @KVanValkenburg @AaronRodgers12 

Perhaps you should think about those who have tried to SAVE LIVES during #COVID pandemic instead of justifying why you did not get vaccinated 

You play football 

These nurses SAVE LIVES
#GetVaccinated 
SAVE LIVES https://t.co/f38b8Yg6El",,Twitter for Android,False
Visa Go Australia,UK,Visa Go Australia is one of the UK’s leading migration specialists. MARN:0211214,2010-02-24 10:05:03,341,57,14,False,2022-01-22 14:14:00,"Due to workforce shortages, there is a temporary relaxation of student visa work limits. Read the latest here: https://t.co/nw5nBMBle6

#Australia #studentvisa #jobs #emigrate #studyabroad #workabroad #covid",,Buffer,False
J Chatterjee,Canada,An MBAed Mechanical Engineer who never works for the right industry,2009-11-22 01:31:16,207,58,13,False,2022-01-22 14:13:47,"#COVID-19: Starting Jan. 22, all #Canadians must be fully vaccinated to enter the U.S. - Global News https://t.co/Y2rJS8VMcl","['COVID', 'Canadians']",Twitter for iPhone,False
Bigfoot 1972🇨🇦,amiskwacîwâskahikan,,2012-07-01 02:19:55,204,1539,636,False,2022-01-22 14:13:34,It’s taken a moment for this to sink in. Last night when I phoned Alberta Health about my son’s COViD to ask about his care. The nurse didn’t recommend horse paste as a treatment… he suggested Slurpie’s. #abcovid #covid #Yeg,,Twitter for iPhone,False
Mick,"Åhus, Sverige","Aussie (novocastrian) expat living in Skåne, Sweden. Work with refugees and asylum seekers. Liverpool FC tragic. Proud husband; dad to two beautiful boys.",2013-11-18 19:47:30,250,439,14625,False,2022-01-22 14:13:06,"Twitterfolk: I say all of the RATs below are negative. My ex-wife insists they are positive. I have only ever tested with PCR, not RAT. What say you? 1st pic taken shortly after test, second pic not more than 1-2 hours. Can anyone help? TIA! #Covid #CovidTesting https://t.co/gtLd29tlTs",,Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 14:13:01,7 Day Covid Growth in Cases per 1K Population by County For VT   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/I17ietJzh2,,smcapplication,False
#TruckersForFreedom #IStandWithTruckers,Somewhere in the solar system,""" He who would be Greatest among you, let him be server of all.""
- Joshua Ben Joseph",2021-09-13 12:52:19,131,115,1767,False,2022-01-22 14:12:15,"The deaths and injuries following the experimental #COVID-19 #vaccine continue at an unprecedented rate as we now enter the second year of their emergency use authorization. Over 1 Million Deaths and Injuries Following COVID ""Vaccines"" Reported in VAERS
 #TruckersForFreedom https://t.co/Xd99w7pwIz","['COVID', 'vaccine']",Twitter Web App,False
Erik Müürisepp,"Bridgewater, MA","Dad to 4, husband, Associate VP for Campus Life @EmersonCollege, COVID🤴 ABD/writer @Northeastern #sadoc, @Suffolk_U & @DWCeagles alum. ✈️ 🇪🇪 🇺🇸",2009-03-18 02:32:19,391,900,7287,False,2022-01-22 14:11:58,"Agree! 
Whichever variant picked me, it's the real deal &amp; on day 24 I still have short breaths, cough, minimal taste/smell, low o2 levels, chest discomfort, brain fog, fatigue, etc... but as always THANKFUL for the vaccine &amp; booster which has kept me recovering AT HOME! #COVID https://t.co/v983I3jNTb",,Twitter Web App,False
Teacher,Switzerland,"I teach, because I love to learn. Also, building something new",2008-04-15 08:10:51,534,1029,1018,False,2022-01-22 14:11:50,China’s earlier narrative on #COVID on frozen food may be a ruse to allay blame on its origins. I stand corrected. Thank you ⁦@mukeshkapila⁩  https://t.co/NPu3Iai7Eq,['COVID'],Twitter for iPhone,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:11:34,"@RCamposDuffy so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
moomoo🤠,,,2013-09-24 16:48:35,104,413,3411,False,2022-01-22 14:11:28,"Thread: 

#pfizer #billgates #plannedparenthood #depopulation #vaccine #covid #plandemic https://t.co/t2e88XnCbd","['pfizer', 'billgates', 'plannedparenthood', 'depopulation', 'vaccine', 'covid', 'plandemic']",Twitter for Android,False
The Sen10eL,,Master Swordsman & Mirror Analyst:  skilled in the art of taming cognitive dissonance and cutting through the narrative mire.,2021-08-23 09:56:35,58,194,638,False,2022-01-22 14:11:27,Must read! #covid #evidence #VE #coronavirus https://t.co/zOCJGVn8AR,"['covid', 'evidence', 'VE', 'coronavirus']",Twitter for iPhone,False
ROZ,Wales U.K.,Free spirit - artist 😄 awake & a PURE BLOOD  #pureblood,2020-12-20 08:44:41,1577,2414,38717,False,2022-01-22 14:11:23,Radiation poisoning has very similar symptoms to cd.  #LongCovid #COVID-19 #Omicron #OmicronVariant #AstraZeneca #Delta #Outbreak https://t.co/f7fZB7BXco,"['LongCovid', 'COVID', 'Omicron', 'OmicronVariant', 'AstraZeneca']",Twitter for iPhone,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:11:20,"@RCamposDuffy so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
kamna kukreja,"Alwar, India",happy in my own world,2021-06-07 17:44:29,32,3,239,False,2022-01-22 14:11:12,"@Yveerangnayen @NITIAayog Everybody should be vaccinated  because once again the cases of  covid is increases quickly. #vaccines
#GetVaccinated and #BeSafe.
#NITIAayog 
#MskUp
#MaskUp
#MaskUpIndia
#IndiaFightsCOVID19
#COVIDAppropriateBehaviour 
#YouthVerangnayen 
#COVID
#GetVaccinatedCampaign",,Twitter for Android,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:11:10,"@RCamposDuffy so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Linda,,"Mom, animal lover,",2014-03-17 23:12:15,270,632,38087,False,2022-01-22 14:11:06,"@Donald_from_HI Can understand her frustration at wanting COVID to be over &amp; agree K-12 schools should maintain in-person learning, but complicated #COVID medical/social/political dynamics leaves SO MUCH unsaid - her simplistic rant is just a rant - not good advice.",,Twitter for iPad,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:10:57,"@RCamposDuffy @DisaffectedPod so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
alter ego,Kyiv,АВТОРИТЕТНОЕ ИЗДАНИЕ | AUTHORITATIVE EDITION,2021-05-11 07:16:58,25,46,227,False,2022-01-22 14:10:53,"Today's rally in #Sydney is held under the slogan:
""Freedom in work"", ""freedom of speech"" and, above all, the freedom to say ""no"".

#Australia #COVID #protest https://t.co/M4jkx5DZsp",['Sydney'],Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,763,False,2022-01-22 14:10:49,7 Day Covid Growth in Cases per 1K Population by County For VT   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/M1asLgjkBU,,smcapplication,False
The Independent,"London, England","News, comment and features from The Independent. Try an ad-free experience with access to premium articles with our app: https://t.co/3cP3AmmEDy",2008-10-26 00:00:29,3652027,395,53,True,2022-01-22 14:10:44,Is ‘Deltacron’ a new #Covid variant or a laboratory error? https://t.co/5Sx9TS09yZ,['Covid'],Echobox,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:10:42,"@RCamposDuffy @ryanbomberger so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
The Daily Episode News Network,"New Delhi, India",World's first interactive newspaper | World's first interactive magazine | The Daily Episode News Network | The Monthly Episode | The Den | Parth Kakkar,2021-05-17 08:07:21,20,0,1,False,2022-01-22 14:10:33,"Gujarat government announces night curfew in 17 more towns till January 26
#Gujarat #Nightcurfew #COVID https://t.co/kHDA5mFv1f","['Gujarat', 'Nightcurfew', 'COVID']",Twitter for Android,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:10:31,"@evitaduffy_1 @RCamposDuffy @ThinkerChicago @arthur__long @IngrahamAngle @audrey_unver so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",,Twitter for Android,False
Kevin English,Lichfield England,English guy who is very confused by the ongoing blind cult worship of The Trump and ongoing obstructionist actions and lies of the GQP,2020-11-09 11:21:01,756,723,1085,False,2022-01-22 14:10:28,"@Rddedhd @srh_medco The #GQPcult have done everything possible to make @Potus #Covid measures fail 

@Trump lied, manipulated the CDC response and briefings for his political gain, thousands died as a direct result 

Oh, and where have the $billions gone @RealDonaldTrump ?

https://t.co/8K0Ie2iob9","['GQPcult', 'Covid']",Twitter Web App,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:10:20,"@RCamposDuffy @lisarobAlan so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Kevin English,Lichfield England,English guy who is very confused by the ongoing blind cult worship of The Trump and ongoing obstructionist actions and lies of the GQP,2020-11-09 11:21:01,756,723,1085,False,2022-01-22 14:10:12,"@StephenM The #GQPcult have done everything possible to make @Potus #Covid measures fail 

@Trump lied, manipulated the CDC response and briefings for his political gain, thousands died as a direct result 

Oh, and where have the $billions gone @RealDonaldTrump ?

https://t.co/8K0Ie2iob9","['GQPcult', 'Covid']",Twitter Web App,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:10:04,"@MartyMakary @RCamposDuffy so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
VUBBLE,Everywhere,"Vubble is here to interpret, understand and data-structure your video #TechForGood",2014-08-10 21:38:54,3183,2154,4881,False,2022-01-22 14:10:00,"🦠💉⚕️

Can the Covid vaccine harm unborn babies during pregnancy? https://t.co/woJi6sYBIn via @BBCNews @rachelschraer 

#COVID19 #COVID #pandemic #VaccineSideEffects #VaccinesSaveLives #vaccinehesitancy #antivax  #vaccination #publichealth #explainer #research #Science",,Twitter Web App,False
Keep Calm and Drink Tea 💙☕️ 🫖,,"Typical tweeter 🐦, tea drinker ☕️, smoker 🚬, food lover 🥘, politically-homeless left winger, triple jabbed. I support the right to choose #NHS100K 💜",2021-01-07 17:08:55,26,137,825,False,2022-01-22 14:09:56,"Typical @SkyNews @BBCNews @itvnews always being biased, only showing one side of the story.  Government control.  

At least @GBNEWS is actually broadcasting this.  👏 👏 👏 #NHS100K #NoVaccineMandates #NoVaccinePassports #Covid #London https://t.co/ZCDLLHf0iV",,Twitter for iPhone,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:09:54,"@RCamposDuffy so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:09:41,"@RCamposDuffy @NYCMayor so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Cookiemonster,,,2015-03-28 14:18:15,60,0,8508,False,2022-01-22 14:09:34,"BBC News - #HongKong leader Carrie Lam defends #Covid #hamster cull
https://t.co/WCWpWe750c #China is doing a test run, just saying.","['HongKong', 'Covid', 'hamster', 'China']",Twitter for Android,False
Chama,,"What would Jesus do? He would
 L💗VE first!! 🤗 God~Family ~RN
           #resist  #TrumpIsEvil",2012-05-17 03:32:58,274,292,17095,False,2022-01-22 14:09:29,"@RCamposDuffy so @FoxNews WHY is @KenPaxtonTX the FELON atty. general, giving #covid medical advice on your shows?!?
Is he a physician or scientist who has studied half of his life; spending tons of his own $$$ in order to serve the public good?  NO!
#FoxNewsLies !! They lie and do not care💔",['covid'],Twitter for Android,False
Frank Corcoran,,"Reformed liberal Dem thanks to Pres Reagan & J Carter. Realized that the Govt has no money that it does not take from the people, and that socialism is wrong.",2009-06-18 15:39:31,59,406,1653,False,2022-01-22 14:09:28,"1/22/2022 AM #1b: Total #Covid-19 cases in USA 71,394,579 (+849,717, 1%)(1,398,242  Record 1/11/22), 26,315,424 active, 887,643 dead, 26,002 serious or critical, and 44,191,512 recovered
 *** 2 states NOT reporting ***    
48 States had over 1,000 new cases.

** Some numbers down","['1b', 'Covid']",Twitter Web App,False
