user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
World Alert,"Karlsruhe, Germany","Alerting the world, with the current happenings, disease, political crisis etc.",2018-03-20 14:08:51,325,34,9,False,2022-01-30 11:57:09,"There are currently 51candidates
Out of which, 10 candidates are in phase 3.
#coronavirus #COVID #Covid-19 #vaccine #vaccines #vaccination
Use #telegram and add bot 'CoronaTrackerNepal_bot' to get details and notifications.

Source: https://t.co/HmUwd0efIQ","['coronavirus', 'COVID', 'Covid', 'vaccine']",corona-tracker-app,False
JosephMacBotBerk,Glesca,,2013-08-15 18:21:48,1335,265,218520,False,2022-01-30 11:57:06,Excellent thread #COVID https://t.co/eI9jB9wz72,['COVID'],Twitter for iPhone,False
Sollencia,United States,"The latest world, business, stock market, science, technology news, and more, from sources around the world.",2015-09-04 03:53:27,23,99,5,False,2022-01-30 11:56:56,"#COVID digest: Thousands in Germany protest virus measures, mandates - Deutsche Welle https://t.co/HcSZGAawDt",['COVID'],Twitter Web App,False
Darren Fower = #Dissident ✊✊🏿,"Gunthorpe, Peterborough","🐝 Bees are dying ☠️ off 😢➡️ If bees disappeared off the face of the 🌎 earth, man would only have 4️⃣ years left to live.",2008-10-14 06:56:29,23311,15154,11032,False,2022-01-30 11:56:54,"📈 ""The rates of #Covid 😷 are higher than they've ever been in the history of the #pandemic."" - #JyotiAtri, director of public health for #Cambridgeshire and #Peterborough. 

https://t.co/IE2aGmsl1p https://t.co/0h9EGuHneL","['Covid', 'pandemic', 'JyotiAtri']",Twitter for Android,False
Elle Law,"Palm Beach, FL",Healthcare administrator-fighting for healthcare for all Americans,2017-02-05 00:06:42,113,185,5703,False,2022-01-30 11:56:41,@runwaymodelsinc @NikkiFried If you think #Florida #COVID data is accurate- you are seriously MAGA gullible @DemsKeys @RemoveRon @OccupyDemocrats Time to call Desantis out on this. https://t.co/Olwpg9wzOK,"['Florida', 'COVID']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:56:19,Daily Covid Deaths per 1K Population by County For WA   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/uEjsf9OG4E,,smcapplication,False
presshub_us,USA,We bring you the latest trending news from leading news networks using AI.Stay tuned.,2019-12-15 10:57:42,1828,1664,207,False,2022-01-30 11:56:11,Rise in Beijing Olympics  #COVID Cases Puts Strain on  #China's Zero- #COVID Strategy https://t.co/OCbfqUyPEt,"['COVID', 'China', 'COVID']",presshub_usbot,False
Leo The Patriot,United States,"U.S. Veteran, Voter In A Stolen Election, Citizen of A Captive Nation",2009-04-27 23:49:10,97,102,5938,False,2022-01-30 11:56:00,"Non-COVID deaths among Americans in prime of life are up 140% above normal since vaccines introduced

#covid #covid19  https://t.co/2JVXejsP6o",['covid'],Twitter for iPhone,False
د. خلود صالح المانع | Dr. Khulood Almani #MWC22,Kingdom of Saudi Arabia,#Top🔟#Tech #World #Influencer #CES2022 #MWC22 التحول_الرقمي #الابتكار Asst. Prof.#DigitalTransformation|#AI |#innovation|#entrepreneurship|#consultant|@PNU_KSA,2021-06-12 23:48:32,25278,1686,61293,False,2022-01-30 11:55:10,"#Digital #Disruption is being accelerated by #COVID, driving #digitaltransformation across all #products, #services &amp; #business models.

Thank you Jim @JimHarris for the mention

#AI #technology #innovation #IoT #DataScience #Flutter #100DaysOfCode #coding #python #MWC22 #mwc2022 https://t.co/A7vkRUCRQh","['Digital', 'Disruption', 'COVID', 'digitaltransformation', 'products', 'services']",Twitter Web App,False
Amarketnews.com,New York ,,2009-06-24 01:38:49,46,221,10,False,2022-01-30 11:55:06,"Obituary – Cause of Death : Robert LeMay has died of COVID, just months after he refused to get vaccinated according to state mandates. He was only 51 and leaves a family. #COVID is the leading cause of death for LEOs, with more than 60% of deaths… https://t.co/qWSJvREUOX",,WordPress.com,False
Sandeep Kumar,"Raipur, Chhattisgarh l Amethi","मुकम्मल कहाँ हुई जिन्दगी किसी की,
इंसान कुछ खोता ही रहा,
कुछ पाने के लिए",2010-10-09 01:35:01,421,341,4820,False,2022-01-30 11:54:50,"Thease #RokoAuToko volunteers spreading awareness about #COVID19 protocols. #RokoAutoko is a campaign to intervene and aware society about #COVID guidelines in #Chhattisgarh.
@UNICEFIndia @UNICEFROSA
@ChhattisgarhCMO @GovernorCG 
@wethepeople_cg @jobzachariah @abhisheksinghDP https://t.co/jq0kLixzJU","['RokoAuToko', 'COVID19', 'RokoAutoko']",Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:54:23,Daily Covid Deaths per 1K Population by County For VA   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/O5KW6nvj3h,,smcapplication,False
Sandeep Kumar,"Raipur, Chhattisgarh l Amethi","मुकम्मल कहाँ हुई जिन्दगी किसी की,
इंसान कुछ खोता ही रहा,
कुछ पाने के लिए",2010-10-09 01:35:01,421,341,4820,False,2022-01-30 11:54:22,"Thease #RokoAuToko volunteers spreading awareness about #COVID19 protocols. #RokoAutoko is a campaign to intervene and aware society about #COVID guidelines in #Chhattisgarh.
@UNICEFIndia @UNICEFROSA
@ChhattisgarhCMO @GovernorCG 
@wethepeople_cg @jobzachariah @abhisheksinghDP https://t.co/stERnAsBad","['RokoAuToko', 'COVID19', 'RokoAutoko']",Twitter for Android,False
Boji,,Nieuwsgierig,2021-04-27 09:41:21,18,31,1679,False,2022-01-30 11:54:12,"@BernieSpofforth @0Frah5 We have get our freedom back!
No to f…king #QRcode and another #Covid restrictions any more!","['QRcode', 'Covid']",Twitter for iPhone,False
Paul Wilson,,"💙CHELSEA FC💙

Hate Tories, Ukip and Nigel Farage. Plus anyone who votes for them.",2011-10-06 20:26:34,118,236,3016,False,2022-01-30 11:53:03,"@copaobama @gentle_sir_hulk @statsjamie Just the same as the US, we're not interested in improving the health of the population, just pump us full of pharma drugs, so we can carry on consuming. #covid #health",,Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:51:56,Daily Covid Deaths per 1K Population by County For VA   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/i1fpKbHaQa,,smcapplication,False
Matt Burt,,,2011-05-15 18:56:51,72,473,14901,False,2022-01-30 11:51:46,What do you do when isolating with #COVID-19 ???? Colour in your favourite #itfc player of course @wesley__burns https://t.co/Auy5TTJP85,"['COVID', 'itfc']",Twitter for iPhone,False
Mark Doveston,"West Yorkshire, UK","Birder, Father of 2 boys, Married, Birdsong recorder, Yorkshireman, 1of48%, Moths, PS4 Gaming, Minecraft addict, views are generally through binoculars,",2013-12-01 16:33:11,192,461,4155,False,2022-01-30 11:51:38,One week and I'm still testing positive. Both my wife and son#2 are now testing negative even though they started 2 days later than I. #selfisolation #COVID,,Twitter for Android,False
BlackCobra,,"Journalist, blogger. https://t.co/HNypzpYoCm",2019-08-10 08:58:07,613,1014,106937,False,2022-01-30 11:50:46,"@BreitbartNews .@BreitbartNews Bravo, Mr Pompeo❗❗ I invite to visit my blog❗❗❗ https://t.co/3xc2QiWFKr
#COVID19 #Covid_19 #Covid #China #Beijing #BoycottBeijingOlympics",['COVID19'],Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:50:24,Daily Covid Deaths per 1K Population by County For VT   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/6Hnk8Ln5uh,,smcapplication,False
Kevin Hoffman,"Queensland, Australia","| Engineer (Elect) | Analyst | BEng, GradDip: Energy Studies, Applied Stats, MSc: Renewable Energy | Tweets - In My Humble Opinion (IMHO) or an Observation |",2014-11-06 06:54:57,119,333,21151,False,2022-01-30 11:50:15,"Best news all week. #PutLNPLast like they have done with the #COVID #PutScottMorrisonGovtLast #Vote1Labor
https://t.co/reFHqYTI7o","['PutLNPLast', 'COVID', 'PutScottMorrisonGovtLast', 'Vote1Labor']",Twitter for Android,False
ConnectGujarat,"गुजरात, भारत","India's 1st ISO Certified Digital News Portal, providing voice to the unheard & responsible media channel for people stories & trending info. #BeyondJustNews",2015-09-26 08:13:29,4205,1807,3498,False,2022-01-30 11:49:59,"Kajol tested Covid-19 positive, shareed photo of  daughter Nysa #Kajol #Covid-19positive #socialmedia https://t.co/PfM3xkeuir","['Kajol', 'Covid', 'socialmedia']",Hocalwire Social Share,False
Steppin' Out Radio,,Steppin' Out Radio is a reality radio show featuring real people sharing their true stories of substance abuse & recovery from all addictions.,2011-03-08 05:03:42,631,720,221,False,2022-01-30 11:49:24,"Nancy McCann Vericker is the co-author with her son, JP, of their book, Unchained: Our Family’s Addiction Mess Is Our Message.  It's the true story of JP’s descent into opioid and https://t.co/Jcn1ihw71B #soberaf #recoveryposse #covid #odaat",,Revive Social App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:48:36,Daily Covid Deaths per 1K Population by County For VT   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/n4ID8NFBE3,,smcapplication,False
Home Care #03405854931,"Islamabad, Pakistan",HEALTHCARE AT YOUR DOORSTEP,2021-11-03 09:43:31,298,5008,63,False,2022-01-30 11:48:28,"Feeling unwell?
Avoid crowded hospitals and harsh weather
Let us help you
Call 03405854931
#OmicronVarient
#Omicron
#COVID19 
#COVID 
#Stayhomestaysafe 
#Pakistan
#PSL2022
#Cricket","['OmicronVarient', 'Omicron']",Twitter for Android,False
Camio Writer,,Pretending to be a human | Part time writer|,2021-04-03 16:09:17,383,781,87,False,2022-01-30 11:47:59,"She- Had #covid since a week, now it looks fine.

Also she https://t.co/m9ZEypjEbo",['covid'],Twitter for Android,False
America for Americans,,"Once a repubnant, now an American Patriot. Pro American, Democracy, Constitution, Freedom, Law/Order for All. America's Democracy is Under Attack 💙🌊💙",2021-08-29 11:27:39,1936,1999,795,False,2022-01-30 11:47:02,"@SmackeyCracks Americans, looks like scammer got #COVID lungs

Flushed red indication his lungs can't supply his body enough oxygen, as if he ran a marathon, slow suffocation of his organs😱

Playing golf to prove he is tough🤣

#TrumpRally #Trump2024 #gop #BidenBoom
https://t.co/DW9VBQar5C",['COVID'],Twitter for Android,False
News Karnataka,Karnataka,"Karnataka's leading online news web portal, covers exclusive and latest news across the state and Gulf region.",2012-07-10 09:13:26,4089,1828,202,False,2022-01-30 11:46:50,"60% youths in 15-18 year age group are vaccinated: Modi in 'Mann Ki Baat'
#60YOUTHS #covid #mannkibaat #newdelhi #PMNARENDRAMODI #Vaccine
https://t.co/cxLK55uMZI","['60YOUTHS', 'covid', 'mannkibaat', 'newdelhi']",Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:46:35,Daily Covid Deaths per 1K Population by County For UT   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/KWhOmbpCR4,,smcapplication,False
Marikar Nissan/Datsun,"Trivandrum, India",Dealer for Nissan & Datsun cars.,2020-04-22 11:57:07,32,196,860,False,2022-01-30 11:45:57,"Together we have the power to fight the toughest challenges, together we can eradicate leprosy. Warm wishes on World Leprosy Eradication Day.

#poverty #charity #love #help #education #donate #india #covid #children #hunger #endpoverty #homeless #nonprofit #homelessness https://t.co/MVJXt4Lr10",,Twitter Web App,False
Matthew The gamer,,lol I have a twitch if u wanna check it out it's notafurryuwu,2019-06-29 23:17:59,1,42,345,False,2022-01-30 11:45:52,Just tested positive for #covid so be safe anybody can get it even if you are taking all precautions #fuckcovid #Covid_19,"['covid', 'fuckcovid', 'Covid_19']",Twitter for Android,False
Diane Acton 💜,"Somerset, England","A feeling of my own mortality since having breast cancer 6 years ago, so living my life my way! No one has the right to tell me what I can & can’t do!",2015-02-24 18:28:27,124,97,29925,False,2022-01-30 11:45:43,Only #covid mattered in some places!! So damn wrong! https://t.co/oJXnBS0sLb,['covid'],Twitter for iPhone,False
Commander Vikram W Karve,,A Navy Veteran turned Writer and Blogger.,2019-09-04 08:33:56,10213,3687,80082,False,2022-01-30 11:44:48,"#COVID19 #Omicron
Some Countries have started lifting all #COVID restrictions https://t.co/8FlMYKpBil","['COVID19', 'Omicron', 'COVID']",Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:44:37,Daily Covid Deaths per 1K Population by County For UT   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/vbzgvLDuaQ,,smcapplication,False
Ana Hollinger,"Atlanta, GA",Partner Lakeshore Energy Capital | Block 26 Partner /Director KM Fine Arts #unvaccinated,2017-10-22 16:04:41,295,1634,259,False,2022-01-30 11:42:55,https://t.co/3vwkFYOw04... might explain why 1 in 2 are expected to die?  #pandemic #COVID19 #COVID,"['pandemic', 'COVID19', 'COVID']",Twitter for iPhone,False
lukeyolives,South Korea,thank you berry much,2009-04-06 08:42:01,368,1147,21313,False,2022-01-30 11:42:48,"No journalist interested nor @UKinKorea. So I wrote about it, to detail the way that the Korean government infringes the rights of foreigners and its citizens alike, in the name of public health. #Korea #covid #Southkorea #covidcamp #CanadianTruckers
https://t.co/8tVrbAvMGo",,Twitter for Android,False
Akshay Chaturvedi,John Lennon’s Imagine,"Founder, CEO @leverageedu; Building Global Citizens of Tomorrow 🌎  | Forbes 30U30 India + Asia | 👨🏻‍🎓 DraperU, ISB, DU, AIESEC, Springdales",2009-05-11 14:35:16,6347,1010,56907,False,2022-01-30 11:42:48,"Spoke to @VinayUmarji at @bsindia re @leverageedu’s winter intake trends, how is #Covid shaping things up now, &amp; how new geographies like #Germany + old giants like #Australia are making the space wide open! 🌎✈️

https://t.co/6Y78yCl1Wr",['Covid'],Twitter for iPhone,False
Joseph Healy,Southwark. Dubliner in London,Ecosocialist. UNITE National LGBT & Not for Profit London & Eastern Committees.Committee @lilgbt Left Unity South London Chair. Member of @ac_resist,2012-01-09 09:30:25,1484,995,87109,False,2022-01-30 11:42:23,Protection for clinically vulnerable people in the UK - Sign the Petition! https://t.co/dtxOWdrPvn via @UKChange #clinicallyvulnerable #disability #Covid #LetItRip #eugenics,,Twitter Web App,False
Jungle Janet,Leeds,"I love music, animals, dancing classes and laughing and that's it really",2009-02-01 17:54:21,851,1679,22693,False,2022-01-30 11:42:22,"#JohnsonOut6 That's the plan. Kill some off before they even retire. Fewer #pensions, less social care expense. It's not only #covid Johnson means when he refers to bodies piling high https://t.co/AmTxgOEIvk","['JohnsonOut6', 'pensions']",Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:42:09,Daily Covid Deaths per 1K Population by County For TX   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/S1v11KfbFX,,smcapplication,False
Devarushi Joshi,BARDOLI..SURAT...GUJARAT...IND,BJP worker...since1984    ABVP worker... in 1982..83,2020-07-23 12:57:26,1098,2471,101977,False,2022-01-30 11:41:23,Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona https://t.co/T2ArD8KO6m,"['COVID', 'IndiaFightsCorona']",Twitter for Android,False
Qoor Rema,"Manchester, England",Too Socialistic.,2017-06-28 12:10:05,665,1201,70844,False,2022-01-30 11:40:33,"Does an asymptomatic #covid infection last longer? Kids and wife have had it with symptoms and tested negative after 5/6 days.

Whereas I haven't had symptoms and am still positive on day 8.",['covid'],Twitter for Android,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:40:23,Daily Covid Deaths per 1K Population by County For TX   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/w5Ue7rdsMU,,smcapplication,False
Mike-T🔚s To-,London ,"-Bl🔚inG-  
  #EyeForDetail
  #leaseholdscandal #endourcladdingscandal",2008-05-03 08:42:17,185,407,1979,False,2022-01-30 11:39:55,"Many people don’t realise that 95% of our #hospitals and 85% of our #schools still contain some #asbestos which is a #carcinogenic 
#COVID #Cancers @CwC_UK
#RoyalRumble
#TejRan
https://t.co/mAXdKhquSW","['hospitals', 'schools', 'asbestos']",Twitter for Android,False
Free Press Journal,India,The voice of #Mumbai. The Free Press Journal is one of the oldest English daily newspapers from Mumbai with a heritage of more than 90 years.,2011-05-09 14:15:05,29910,564,598,True,2022-01-30 11:38:56,"#Budget2022 comes at a time when the #economy is stretched and #COVID concerns are still reigning supreme across the country. #Corporatewishlist #IndiaInc #NirmalaSitharaman 
https://t.co/nN563CggAq","['Budget2022', 'economy', 'COVID']",Twitter Web App,False
👁️▶️🎮,"New York, USA","Love video games, trapped in 80s/90s music. And love pop culture collectables. Especially funko pops",2020-11-17 01:20:01,25,64,984,False,2022-01-30 11:38:50,"@KathyHochul  oof. Strike 2. You see, alot of #newyorkers said screw your mask mandate. It's not a law,neither federal or state. And the mask, doesn't protect at all. Plenty of ppl with vaccines, has gotten #covid. So again, you're dumber than a box of rocks. https://t.co/zo60NhxUZo",['newyorkers'],Twitter for Android,False
Jimothy,,Hey 👋 I’m new here,2021-11-23 05:13:47,0,14,124,False,2022-01-30 11:38:34,How many people in South Australia died this week because @marshall_steven decided to #letitrip? #covid #Omicron,"['letitrip', 'covid', 'Omicron']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:38:34,Daily Covid Deaths per 1K Population by County For TN   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/O0RF6Fu7AG,,smcapplication,False
The Spoonless Kitchen,skeets are dying to know,Cooking the pandemic! Disinformation allergy. Cover: Emma Hassencahl-Perley's White Flag incorporates shreds of the Indian Act sewn onto a Canadian Flag.,2018-05-29 18:53:45,58,0,2836,False,2022-01-30 11:38:13,..to needlessly upset the holders of those accounts (as well as #cdnpoli-watching accounts)...and get them to stop posting about #COVID19/#COVID/#SARSCoV2/#SARS_CoV_2/the #coronavirus #pandemic. As the UNSAFE @TwitterSafety #algorithm amplified the ill effects of this campaign.,['cdnpoli'],Twitter for Android,False
Jenkers News (ENG),San Francisco,Jenkers connecting news https://t.co/WOCpcAe8IM https://t.co/0ZBItSzRAg,2015-03-19 12:47:40,1342,232,0,False,2022-01-30 11:38:10,Dan #Haar: The #COVID pills that could save your life arrive in CT https://t.co/ciSyP8e8oO https://t.co/DnsBlcdzH4,"['Haar', 'COVID']",Jenkers Eng Posting,False
Lancashire Teaching Hospitals Jobs 💙,"Preston, England",We work at #Lancashire Teaching Hospitals and think you should too… #TogetherWeMakeAmazingThingsHappen #NHS #NHSJobs 😊💙@LancsHospitals,2016-01-20 17:07:17,2762,898,3741,False,2022-01-30 11:38:01,"Job Vacancy: Vaccination Administration Support @LancsHospitals 

⏰ Closing: 04/02/2022

Read more and apply here: https://t.co/kcjtpvF6XN

#NHS #NHSJobs #Vaccination #Admin #COVID19 #Covid #Lancashire #Preston #Chorley #Vaccine https://t.co/7jZeeHVEG8",,Sprout Social,False
Richard5832,,"karmic meddler, 
ultra-moderate, 
amateur cognitive scientist
#OnTheSpectrum",2011-10-19 22:36:48,1305,4993,328617,False,2022-01-30 11:37:45,"Is there no honor among pathogens?
#covid19 #COVID 
""Thirty Iranian lawmakers, accounting for more than 10% of the country’s parliamentary seats, tested positive for Covid-19 over the last two days, the semi-official Fars news agency reported.""
https://t.co/UxrtSNLVgZ","['covid19', 'COVID']",Twitter Web App,False
Newsbook in English,Malta,"Newsbook is an online news portal based in Malta publishing in Maltese & English. Our mission is to be fair, accurate & trustworthy.",2012-09-24 09:55:53,6156,104,82,False,2022-01-30 11:36:58,"93 patients are being treated for Covid-19 in hospital, five of whom are in intensive care
@chrisfearne  #COVID 
 https://t.co/y6rpKbdq84",['COVID'],Twitter Web App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:36:35,Daily Covid Deaths per 1K Population by County For TN   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/syn2eGxlq1,,smcapplication,False
Anna🏴󠁧󠁢󠁳󠁣󠁴󠁿,Under the microscope,HMRC took away my right to defend myself in court...& the govt & Labour let them. RIP Democracy. Independence is normal. 🏴󠁧󠁢󠁳󠁣󠁴󠁿,2017-06-13 19:07:20,2465,5001,161106,False,2022-01-30 11:36:19,"@LBC @TomSwarbrick1 @halfon4harlowMP Reverse the decision to write off the 4.3bn in fraudulent #COVID loans first. 
Who decided that and how?",['COVID'],Twitter for iPhone,False
DellyRanks,,"DellyRanks is the fastest growing news website in India. DellyRanks provide daily national, international, Movies, Lifestyle, Career, Astrology and more",2021-09-08 11:38:35,58,0,33,False,2022-01-30 11:36:02,"Experts say no NeoCov threat in current form #bats #Coronavirus #COVID #merscov #mutation #neoCov #sanjaypujari #shashankjoshi https://t.co/subBWFnE47
https://t.co/subBWFnE47","['bats', 'Coronavirus', 'COVID', 'merscov', 'mutation', 'neoCov', 'sanjaypujari']",FS-Poster APP,False
Shenzhen Pages,,From China's Greater Bay Area we share the latest updates on lifestyle • business • technology • politics and more!,2016-10-15 16:07:03,2129,261,4227,False,2022-01-30 11:35:58,"#Shenzhen reported no new #COVID-19 cases yesterday.
As of midnight yesterday, the city had reported a total of 648 confirmed cases. https://t.co/bSu8qybF63","['Shenzhen', 'COVID']",Twitter for Android,False
BreakinNewz,Pennsylvania,"Top News & More !! 
Freelance journalist #American_Party
#WeAreAmericans
#WeThePeople
#FitnessFanatic
#EaglesFan4Life
#Born2BleedGreen",2013-04-20 01:06:47,1573,1057,5047,False,2022-01-30 11:35:47,"A team led by scientists at the Univ. of #California, Santa Barbara has figured out how to use a smartphone’s camera to perform #Covid tests, and their accuracy could match lab-based PCR tests. https://t.co/WlrrMuxt6T",['California'],Twitter for Android,False
Lucius,Milky Way,"Independent Director (Mysteria: Danny Glover, Billy Zane, Michael Rooker, Martin Landau, Peter Mark Richman), Investor, Coder, Jungian Analyst, blogger, etc.",2009-02-07 07:35:44,526,1593,35344,False,2022-01-30 11:35:30,"This is from JAMA. - one of the most reputable publication in the field - so I'd say that it's not disinformation! Link included.

#COVID19 #COVID #CoronaUpdate #CoronavirusUpdates #NoMoreLockdowns #NoMandatoryVaccines #NoMandates #NoMandatoryVaccines #NoVaccinePassportsAnywhere https://t.co/DztxaiqbPU",,Twitter for Android,False
Truth/justice/freedom-our rights. #FBPA #GTTO,,Fight for justice/truth. Hate tories/ bbc tory propaganda/covid misinfo/corruption/liars/ cowards. R/t not always an endorsement. Curious.,2020-06-21 10:33:12,1155,3474,6003,False,2022-01-30 11:35:26,"#COVID19 #COVID #OmicronVarient #Omicron #VaccineMandate #VaccineDeaths #VaccineMandates #vaccineinjured #VaccineDeath #VaccineSideEffects #vaccineinjuries #VaxScam #NurembergTrialsForCovid
#Nuremberg2ticktock #vaccine 
 #VaxToTheMax #vaccinated #VaccinesWork - to harm https://t.co/oJ8QanMKr7","['COVID19', 'COVID', 'OmicronVarient', 'Omicron', 'VaccineMandate', 'VaccineDeaths', 'VaccineMandates', 'vaccineinjured']",Twitter for Android,False
Talkoon News,,👊Daily General Trending Updates #Talkoonnews,2018-06-28 17:20:15,3117,43,36928,False,2022-01-30 11:34:36,"Toilet rolls are harmful for your anus- Nigerian doctor warns https://t.co/EQlC8Hb7rX

#doctors #Health4Ghanche #Nigeria #FOAMed #BreakingNews #MedTwitter #LizTruss #bathroom #COVID19 #COVID #AFCON2021 #AFCON2022 #NorthIsBleeding #SecureNorth #AbujaTwitterCommunity #lagos #kano","['doctors', 'Health4Ghanche']",Twitter for Android,False
Devel is in the detail,"Vienna, Austria","#Listen #read #think for yourself. #Opinion's #digest on #economy #environment #politics #art. I'm a #writer #WarVet #journalist #artist, #FollowBack",2016-12-08 10:46:52,1752,1374,293,False,2022-01-30 11:34:26,"Growth in #China's #factory activity slows as resurgence of #COVID-19 cases and tough lockdowns hit production and demand, but slight expansion offers signs of resilience as the world's second-largest #economy enters a likely bumpy new year https://t.co/jaygB2bWq7","['China', 'factory', 'COVID']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,47,11,793,False,2022-01-30 11:34:25,Daily Covid Deaths per 1K Population by County For SD   2022-01-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/VqjQfyGs7A,,smcapplication,False
i24NEWS English,Jaffa Port,"Global news broadcasting live from around the world bringing you the day’s biggest stories from the U.S., Europe, and the Middle East.",2013-04-02 12:43:33,63605,111,3586,True,2022-01-30 11:33:40,"A pregnant #NewZealand journalist denied re-entry to her home country to give birth due to strict #Covid-19 regulations said she has been offered refuge by the Afghan #Taliban. 🤰⛔🇳🇿
https://t.co/dIFt7cQv3o","['NewZealand', 'Covid']",TweetDeck,False
Tariq Chaudhry,"Kiel, Schleswig-Holstein, Germ","Junior Economist @ Hamburg Commercial Bank 
Interests: politics & economics. Tweets in 🇩🇪🇬🇧",2013-08-15 15:11:36,573,142,916,False,2022-01-30 11:33:33,"#China reports 34 new #COVID-19 cases among #Olympics-related personnel 

Article by @karolosgrohmann in @Reuters 

https://t.co/WmScuEAdYN","['China', 'COVID', 'Olympics']",Twitter for iPhone,False
The AshkeNazi Mafia,,Fake Jews - invented modern Hebrew & antisemitism. The Radhanite - Khazar - Ashkenazi - Zionist - Yiddish speaking - Israeli. Mafia. Khazar Kingdom 10C- Georgia,2017-09-18 15:17:35,573,1319,28822,False,2022-01-30 11:33:19,#ffs #pakistan  Imran Khan #FreedomConvoy #TruckerConvoy2022 #covid #ashkenaziMafia #ZacGoldsmith's brother in  law #r4today #canada #trudeau https://t.co/Rdd0tJMmgr,"['ffs', 'pakistan', 'FreedomConvoy', 'TruckerConvoy2022', 'covid', 'ashkenaziMafia', 'ZacGoldsmith']",Twitter for iPhone,False
Smurf,,all views are my own. Irish 🇮🇪 #manutd fan,2017-09-23 20:21:35,19,109,2288,False,2022-01-30 11:32:28,No figures yesterday from @HSELive @roinnslainte @hpscireland #COVID19 #COVID #CoronavirusUpdates anyone care to explain why? @gavreilly @rtenews @newschambers @CWeston_Indo @MichealMartinTD @LeoVaradkar,"['COVID19', 'COVID', 'CoronavirusUpdates']",Twitter for Android,False
